date,気象観測地ID,日照時間,日照時間（平年）,全天日射量,全天日射量（平年）,平均風速,最大風速,最大風速風向,最大瞬間風速,最大瞬間風速（風向）,最多風向,平均雲量,平均雲量（平年）,天気（日中）,天気（夜）,平均現地気圧,降雪量,降雪量（平年）,最深積雪,最深積雪（平年）
2014-11-17,w000010,2.1,4.7,,,1.9,4.8,南南西,8.8,南南西,南,,,,,,,,,
2014-11-18,w000010,7.8,4.7,,,1.8,4.0,南南西,7.4,南南西,北,,,,,,,,,
2014-11-19,w000010,9.4,4.7,,,1.5,4.2,南南西,7.2,南南西,南南西,,,,,,,,,
2014-11-20,w000010,0.0,4.8,,,1.4,4.0,北北東,7.1,東北東,北,,,,,,,,,
2014-11-21,w000010,7.6,4.8,,,1.3,3.2,北東,5.2,東北東,北北東,,,,,,,,,
2014-11-22,w000010,8.2,4.9,,,1.2,2.6,北東,4.9,南南西,北北西,,,,,,,,,
2014-11-23,w000010,8.9,4.9,,,1.5,4.1,北東,6.7,東北東,北北西,,,,,,,,,
2014-11-24,w000010,7.8,4.9,,,2.0,6.6,南南西,11.7,南南西,南南西,,,,,,,,,
2014-11-25,w000010,0.0,4.9,,,2.4,4.0,北北東,7.0,北北西,北北東,,,,,,,,,
2014-11-26,w000010,0.0,4.9,,,1.8,3.3,北北東,5.2,北北東,北東,,,,,,,,,
2014-11-27,w000010,7.3,5.0,,,1.1,2.3,南,4.2,南南西,北,,,,,,,,,
2014-11-28,w000010,1.5,5.0,,,2.1,4.7,南西,9.6,東南東,南南西,,,,,,,,,
2014-11-29,w000010,0.6,5.0,,,2.9,6.2,南南西,14.5,南南西,南南西,,,,,,,,,
2014-11-30,w000010,3.2,5.0,,,1.6,3.6,北北東,5.1,北東,北北東,,,,,,,,,
2014-12-01,w000010,0.0,5.0,,,2.2,5.3,南南西,10.0,南南西,南南西,,,,,,,,,
2014-12-02,w000010,8.9,4.9,,,4.4,9.1,南南西,18.0,南南西,南,,,,,,,,,
2014-12-03,w000010,8.9,4.9,,,2.8,6.8,南,16.4,南,南,,,,,,,,,
2014-12-04,w000010,0.0,4.9,,,3.9,8.9,南西,18.2,南西,南南西,,,,,,,,,
2014-12-05,w000010,8.9,4.9,,,2.9,6.0,南西,10.9,南南西,南南西,,,,,,,,,
2014-12-06,w000010,5.3,4.9,,,2.1,4.3,南南西,7.8,南南西,南南西,,,,,,,,,
2014-12-07,w000010,5.3,4.9,,,1.2,3.8,南,6.8,南,東北東,,,,,,,,,
2014-12-08,w000010,4.6,4.9,,,1.2,4.1,南,7.1,南,北東,,,,,,,,,
2014-12-09,w000010,8.1,4.9,,,1.4,3.9,南,7.6,南南西,北北西,,,,,,,,,
2014-12-10,w000010,5.2,4.9,,,1.6,4.0,南西,7.2,南西,北,,,,,,,,,
2014-12-11,w000010,0.0,5.0,,,3.4,7.7,南西,14.6,南西,南南西,,,,,,,,,
2014-12-12,w000010,0.8,5.0,,,1.8,4.4,南,8.4,南南西,南西,,,,,,,,,
2014-12-13,w000010,8.3,5.1,,,3.8,6.6,南南西,12.0,南西,南西,,,,,,,,,
2014-12-14,w000010,6.5,5.2,,,2.4,5.4,南南西,9.2,南南西,南,,,,,,,,,
2014-12-15,w000010,7.3,5.3,,,1.5,3.0,南南西,5.3,南西,北北東,,,,,,,,,
2014-12-16,w000010,0.0,5.3,,,1.9,6.4,南西,11.5,南西,北,,,,,,,,,
2014-12-17,w000010,7.6,5.4,,,4.7,8.1,南西,14.4,南南西,南西,,,,,,,,,
2014-12-18,w000010,8.7,5.5,,,2.4,6.4,北北西,14.8,北北西,南西,,,,,,,,,
2014-12-19,w000010,8.7,5.6,,,2.0,5.8,南,10.4,南,南南西,,,,,,,,,
2014-12-20,w000010,0.0,5.7,,,1.9,7.8,南南西,14.9,南,南南西,,,,,,,,,
2014-12-21,w000010,8.2,5.7,,,2.9,6.6,南南西,12.2,南西,南南西,,,,,,,,,
2014-12-22,w000010,8.7,5.7,,,3.1,7.2,南南西,12.3,南南西,南南西,,,,,,,,,
2014-12-23,w000010,8.2,5.8,,,1.7,4.0,南,6.9,南南西,南南西,,,,,,,,,
2014-12-24,w000010,8.4,5.8,,,2.6,6.2,南南西,11.0,南南西,南南西,,,,,,,,,
2014-12-25,w000010,5.0,5.8,,,2.2,4.8,南南西,8.4,南,北北東,,,,,,,,,
2014-12-26,w000010,8.7,5.8,,,1.4,3.9,南南西,7.0,南南西,南南西,,,,,,,,,
2014-12-27,w000010,8.7,5.8,,,1.8,4.3,南,7.5,南,南,,,,,,,,,
2014-12-28,w000010,7.7,5.8,,,2.4,6.4,南南西,11.7,南,南南西,,,,,,,,,
2014-12-29,w000010,0.0,5.8,,,1.5,4.7,南西,7.2,南西,北,,,,,,,,,
2014-12-30,w000010,6.8,5.8,,,2.2,6.5,南南西,11.7,南南西,南南西,,,,,,,,,
2014-12-31,w000010,8.7,5.8,,,3.0,6.2,南西,13.4,南西,南南西,,,,,,,,,
2015-01-01,w000010,6.8,5.7,,,3.3,7.4,南南東,12.3,南南西,南,,,,,,,,,
2015-01-02,w000010,7.5,5.7,,,1.8,5.7,南南西,9.3,南南西,南西,,,,,,,,,
2015-01-03,w000010,8.8,5.7,,,1.6,4.1,南南西,6.9,北,南南西,,,,,,,,,
2015-01-04,w000010,8.1,5.6,,,1.4,5.7,南南西,8.7,南南西,西南西,,,,,,,,,
2015-01-05,w000010,8.8,5.6,,,1.9,4.1,南南西,7.2,南南東,南南西,,,,,,,,,
2015-01-06,w000010,0.0,5.5,,,4.1,9.5,南西,17.3,南西,南南西,,,,,,,,,
2015-01-07,w000010,3.4,5.4,,,1.6,3.7,北東,6.3,南,南南西,,,,,,,,,
2015-01-08,w000010,8.9,5.4,,,1.6,3.8,南南西,6.4,南西,南南西,,,,,,,,,
2015-01-09,w000010,8.9,5.3,,,1.7,4.5,南南西,7.1,南,南南西,,,,,,,,,
2015-01-10,w000010,8.3,5.2,,,1.6,4.7,南南西,7.4,南,南南西,,,,,,,,,
2015-01-11,w000010,8.6,5.1,,,2.6,6.5,南,13.9,南,南南西,,,,,,,,,
2015-01-12,w000010,9.0,5.0,,,2.1,5.2,東北東,12.6,北東,北北西,,,,,,,,,
2015-01-13,w000010,9.0,5.0,,,1.7,4.9,南,8.3,南,北西,,,,,,,,,
2015-01-14,w000010,5.2,4.9,,,2.0,5.2,南,8.6,南,南,,,,,,,,,
2015-01-15,w000010,0.0,4.8,,,2.0,4.0,北北東,7.5,北東,北北東,,,,,,,,,
2015-01-16,w000010,8.2,4.8,,,2.1,6.0,南南東,11.6,北北西,北北西,,,,,,,,,
2015-01-17,w000010,5.5,4.8,,,3.3,6.0,北北西,13.5,北北西,北北西,,,,,,,,,
2015-01-18,w000010,9.3,4.8,,,1.9,4.8,北北東,9.1,北,南南西,,,,,,,,,
2015-01-19,w000010,5.7,4.9,,,2.0,5.9,南,10.3,南,南南西,,,,,,,,,
2015-01-20,w000010,9.2,5.0,,,1.5,3.8,南,6.9,南南東,東北東,,,,,,,,,
2015-01-21,w000010,0.0,5.0,,,1.9,3.4,北北東,6.6,北東,北,,,,,,,,,
2015-01-22,w000010,0.0,5.1,,,1.8,4.6,北北西,6.5,北北西,北,,,,,,,,,
2015-01-23,w000010,5.6,5.3,,,2.0,5.6,東北東,10.9,東北東,南南西,,,,,,,,,
2015-01-24,w000010,0.2,5.4,,,1.3,4.2,南南西,7.2,南南東,北北東,,,,,,,,,
2015-01-25,w000010,7.8,5.5,,,1.4,3.7,南,6.4,南南東,北北東,,,,,,,,,
2015-01-26,w000010,5.0,5.6,,,2.0,6.3,南南東,12.7,南南東,南南西,,,,,,,,,
2015-01-27,w000010,4.2,5.7,,,1.9,5.1,南西,7.7,南南西,南南西,,,,,,,,,
2015-01-28,w000010,0.4,5.7,,,1.7,4.2,南南西,6.8,南,北北東,,,,,,,,,
2015-01-29,w000010,5.5,5.8,,,1.4,3.6,北東,5.8,東北東,北北東,,,,,,,,,
2015-01-30,w000010,0.0,5.8,,,1.4,2.7,北北西,5.4,北北東,北,,,,,,,,,
2015-01-31,w000010,7.1,5.8,,,2.8,6.5,北北西,12.8,北北西,北北西,,,,,,,,,
2015-02-01,w000010,9.8,5.8,,,2.6,6.9,北北西,12.9,北北西,北北西,,,,,,,,,
2015-02-02,w000010,9.6,5.8,,,1.7,4.1,南南西,7.6,南南西,南,,,,,,,,,
2015-02-03,w000010,7.2,5.8,,,1.6,4.9,南南東,8.3,南南西,北東,,,,,,,,,
2015-02-04,w000010,7.6,5.7,,,1.9,5.3,南,9.0,南,北,,,,,,,,,
2015-02-05,w000010,0.0,5.7,,,1.7,3.2,北東,5.7,東北東,北,,,,,,,,,
2015-02-06,w000010,9.2,5.7,,,1.8,4.3,南南西,7.5,東北東,南西,,,,,,,,,
2015-02-07,w000010,4.0,5.7,,,1.6,4.9,南,8.8,南,北北西,,,,,,,,,
2015-02-08,w000010,1.1,5.6,,,2.4,5.6,南南東,10.3,南南東,南西,,,,,,,,,
2015-02-09,w000010,5.4,5.6,,,2.5,5.1,北北東,8.9,北北東,北北東,,,,,,,,,
2015-02-10,w000010,9.9,5.5,,,2.5,6.5,南西,11.6,南西,南南西,,,,,,,,,
2015-02-11,w000010,9.7,5.5,,,2.7,9.3,南南西,15.0,南南西,南南西,,,,,,,,,
2015-02-12,w000010,10.0,5.4,,,2.9,7.3,南南西,13.5,南南西,南南西,,,,,,,,,
2015-02-13,w000010,9.5,5.4,,,2.6,7.0,南,15.6,南,北西,,,,,,,,,
2015-02-14,w000010,10.1,5.3,,,2.3,5.6,南,9.5,南南西,南,,,,,,,,,
2015-02-15,w000010,10.1,5.3,,,2.7,6.4,北,13.4,北北西,南,,,,,,,,,
2015-02-16,w000010,10.1,5.2,,,1.9,5.3,南南西,9.7,南南東,南南西,,,,,,,,,
2015-02-17,w000010,0.0,5.2,,,2.2,3.1,北東,5.9,北,北,,,,,,,,,
2015-02-18,w000010,0.7,5.2,,,1.5,3.8,北北東,6.1,北北東,北北東,,,,,,,,,
2015-02-19,w000010,6.9,5.1,,,1.6,5.0,東北東,9.2,北北西,北,,,,,,,,,
2015-02-20,w000010,5.7,5.1,,,1.9,5.1,北,9.5,北北西,南,,,,,,,,,
2015-02-21,w000010,5.9,5.1,,,1.9,3.9,北北東,6.2,北北東,北,,,,,,,,,
2015-02-22,w000010,0.0,5.0,,,2.6,5.7,南南西,11.7,南,北北東,,,,,,,,,
2015-02-23,w000010,1.7,5.0,,,4.1,9.5,南南西,17.9,南西,南,,,,,,,,,
2015-02-24,w000010,2.1,4.9,,,1.9,3.7,北北東,6.3,北北東,北北東,,,,,,,,,
2015-02-25,w000010,0.1,4.8,,,2.3,4.3,北北東,7.1,北北東,北北東,,,,,,,,,
2015-02-26,w000010,0.0,4.8,,,1.8,3.1,北,6.0,北,北,,,,,,,,,
2015-02-27,w000010,9.9,4.8,,,3.1,6.0,北北西,13.6,北西,南,,,,,,,,,
2015-02-28,w000010,9.4,4.7,,,2.6,6.1,北北東,11.6,北,南,,,,,,,,,
2015-03-01,w000010,0.0,4.7,,,1.3,4.6,南南西,7.4,南南西,北東,,,,,,,,,
2015-03-02,w000010,6.5,4.8,,,1.6,4.9,南南西,9.3,東北東,北北西,,,,,,,,,
2015-03-03,w000010,1.9,4.8,,,2.2,4.9,南南西,8.8,南南西,北北東,,,,,,,,,
2015-03-04,w000010,6.5,4.9,,,4.0,8.4,南南西,16.2,南西,南西,,,,,,,,,
2015-03-05,w000010,5.4,4.9,,,2.0,4.1,南,7.0,南,北東,,,,,,,,,
2015-03-06,w000010,1.1,5.0,,,2.4,4.2,北東,6.8,東北東,北北東,,,,,,,,,
2015-03-07,w000010,0.0,5.1,,,2.2,3.7,北北東,6.3,北東,北北東,,,,,,,,,
2015-03-08,w000010,5.5,5.1,,,3.4,6.6,北東,11.8,北東,北北東,,,,,,,,,
2015-03-09,w000010,0.1,5.2,,,1.9,4.2,北東,7.1,北東,北北東,,,,,,,,,
2015-03-10,w000010,7.5,5.2,,,3.5,8.9,南南西,16.7,南南西,南南西,,,,,,,,,
2015-03-11,w000010,10.9,5.2,,,4.9,8.3,南南西,15.7,南南西,南西,,,,,,,,,
2015-03-12,w000010,10.9,5.2,,,3.5,8.0,南南西,14.8,南南西,南南西,,,,,,,,,
2015-03-13,w000010,10.4,5.1,,,3.7,7.9,南西,13.6,南西,南西,,,,,,,,,
2015-03-14,w000010,3.2,5.0,,,2.0,5.2,北北西,9.8,南西,北,,,,,,,,,
2015-03-15,w000010,5.4,5.0,,,3.1,6.3,南南西,11.7,南,南南西,,,,,,,,,
2015-03-16,w000010,0.4,4.9,,,2.3,4.7,南西,9.8,南南西,南南西,,,,,,,,,
2015-03-17,w000010,9.5,4.8,,,2.6,5.8,南南西,9.9,南西,南南西,,,,,,,,,
2015-03-18,w000010,6.8,4.7,,,2.3,4.5,南,7.8,南,北北東,,,,,,,,,
2015-03-19,w000010,0.0,4.6,,,2.8,6.4,南南西,14.0,南,南,,,,,,,,,
2015-03-20,w000010,0.0,4.5,,,2.2,3.6,北,7.3,北,北,,,,,,,,,
2015-03-21,w000010,0.0,4.4,,,2.1,4.0,北北東,6.4,北東,北北東,,,,,,,,,
2015-03-22,w000010,8.5,4.4,,,3.0,6.9,南南西,11.9,南南西,南南西,,,,,,,,,
2015-03-23,w000010,4.6,4.4,,,2.3,5.7,南南東,10.3,南南東,南,,,,,,,,,
2015-03-24,w000010,8.7,4.4,,,2.5,5.0,北西,9.7,北,北北西,,,,,,,,,
2015-03-25,w000010,9.5,4.4,,,2.2,4.8,南南東,9.0,南南東,南南西,,,,,,,,,
2015-03-26,w000010,10.5,4.4,,,2.2,5.5,南,10.0,南南西,南,,,,,,,,,
2015-03-27,w000010,11.7,4.5,,,2.9,6.2,南南西,11.0,南南西,南南西,,,,,,,,,
2015-03-28,w000010,8.3,4.6,,,3.4,7.2,南,12.7,南南西,南南西,,,,,,,,,
2015-03-29,w000010,3.1,4.7,,,3.5,7.1,南,13.2,南,南南西,,,,,,,,,
2015-03-30,w000010,11.6,4.8,,,2.7,5.7,南南西,9.2,南,南南西,,,,,,,,,
2015-03-31,w000010,9.8,4.9,,,5.2,8.4,南南西,14.7,南,南南西,,,,,,,,,
2015-04-01,w000010,0.0,5.0,,,4.3,9.2,南南西,14.9,南,南南西,,,,,,,,,
2015-04-02,w000010,1.2,5.1,,,3.0,6.3,南南西,10.9,南南西,北北東,,,,,,,,,
2015-04-03,w000010,0.0,5.2,,,4.7,10.1,南南西,18.9,南南西,南南西,,,,,,,,,
2015-04-04,w000010,0.1,5.3,,,3.3,6.3,南南西,12.0,南,北,,,,,,,,,
2015-04-05,w000010,0.0,5.3,,,2.4,5.5,南西,8.6,南西,南西,,,,,,,,,
2015-04-06,w000010,4.5,5.3,,,2.9,4.9,南南西,8.1,南西,南南西,,,,,,,,,
2015-04-07,w000010,0.0,5.4,,,2.7,4.4,北北東,7.2,北北東,北北東,,,,,,,,,
2015-04-08,w000010,0.0,5.3,,,2.9,4.7,北北東,7.1,北北東,北北東,,,,,,,,,
2015-04-09,w000010,5.2,5.3,,,2.6,4.2,北東,8.2,北東,北東,,,,,,,,,
2015-04-10,w000010,0.4,5.3,,,1.8,3.1,北北東,5.0,北東,北北東,,,,,,,,,
2015-04-11,w000010,0.1,5.2,,,1.8,3.2,北北東,5.1,北北東,北北東,,,,,,,,,
2015-04-12,w000010,7.6,5.2,,,3.0,5.0,東北東,8.3,北東,北北東,,,,,,,,,
2015-04-13,w000010,0.0,5.2,,,2.2,4.0,北北東,7.0,北,北北東,,,,,,,,,
2015-04-14,w000010,0.0,5.1,,,1.8,5.3,南,9.0,南,北,,,,,,,,,
2015-04-15,w000010,5.3,5.1,,,4.3,7.8,南南西,17.6,南,南南西,,,,,,,,,
2015-04-16,w000010,10.2,5.0,,,3.6,7.0,南南西,12.4,南,南南西,,,,,,,,,
2015-04-17,w000010,5.5,5.0,,,4.0,7.5,南西,12.7,南西,南,,,,,,,,,
2015-04-18,w000010,9.5,5.0,,,3.6,7.9,南南西,13.9,南,南南西,,,,,,,,,
2015-04-19,w000010,0.4,5.0,,,1.8,4.9,南南西,8.1,南,南西,,,,,,,,,
2015-04-20,w000010,0.0,5.1,,,5.2,10.6,南南西,21.6,南南西,南南西,,,,,,,,,
2015-04-21,w000010,2.6,5.1,,,3.3,7.4,南南東,14.6,南,北東,,,,,,,,,
2015-04-22,w000010,5.2,5.2,,,2.4,4.2,西,7.2,東北東,北,,,,,,,,,
2015-04-23,w000010,8.4,5.3,,,1.8,4.0,南南西,7.4,南南西,南南西,,,,,,,,,
2015-04-24,w000010,9.0,5.4,,,3.8,7.8,南南東,13.3,南,南,,,,,,,,,
2015-04-25,w000010,4.2,5.5,,,2.2,4.7,南南西,9.5,東北東,北東,,,,,,,,,
2015-04-26,w000010,11.1,5.5,,,2.6,5.2,南,8.7,南南西,南南西,,,,,,,,,
2015-04-27,w000010,9.7,5.6,,,3.6,6.5,南,10.9,南南西,南南西,,,,,,,,,
2015-04-28,w000010,7.4,5.6,,,3.2,6.3,南南西,11.4,南南西,南南西,,,,,,,,,
2015-04-29,w000010,3.1,5.6,,,2.1,4.0,南,6.9,東北東,南南西,,,,,,,,,
2015-04-30,w000010,4.4,5.5,,,2.7,5.5,東北東,9.5,東北東,北北東,,,,,,,,,
2015-05-01,w000010,12.6,5.4,,,1.9,4.5,南,8.2,南南西,南南西,,,,,,,,,
2015-05-02,w000010,12.6,5.3,,,2.1,5.1,東北東,8.6,東北東,北東,,,,,,,,,
2015-05-03,w000010,10.8,5.2,,,2.4,4.8,南,9.0,南,南南西,,,,,,,,,
2015-05-04,w000010,3.4,5.1,,,4.4,7.3,南西,13.5,南南西,南南西,,,,,,,,,
2015-05-05,w000010,3.2,4.9,,,2.5,4.6,北東,8.3,北東,北北東,,,,,,,,,
2015-05-06,w000010,9.3,4.8,,,2.6,5.6,南,10.0,南南西,南南西,,,,,,,,,
2015-05-07,w000010,1.6,4.6,,,2.0,4.2,南南西,7.2,南南西,南南西,,,,,,,,,
2015-05-08,w000010,7.9,4.5,,,2.2,4.0,南,7.1,南南西,南西,,,,,,,,,
2015-05-09,w000010,0.0,4.4,,,1.7,4.4,南南西,7.8,南南西,南西,,,,,,,,,
2015-05-10,w000010,8.4,4.4,,,2.2,4.7,南南西,8.7,南南西,北北東,,,,,,,,,
2015-05-11,w000010,12.3,4.3,,,2.9,5.6,南南西,10.6,南,南南西,,,,,,,,,
2015-05-12,w000010,0.2,4.3,,,4.3,9.9,南西,17.5,南西,南南西,,,,,,,,,
2015-05-13,w000010,11.7,4.3,,,4.7,8.7,南南西,18.3,南西,南,,,,,,,,,
2015-05-14,w000010,9.4,4.3,,,3.8,8.2,南南西,15.7,南,南南西,,,,,,,,,
2015-05-15,w000010,7.5,4.4,,,3.5,7.1,南南東,13.0,南,南,,,,,,,,,
2015-05-16,w000010,0.1,4.4,,,2.4,5.5,南,9.8,南,南南西,,,,,,,,,
2015-05-17,w000010,8.3,4.5,,,2.3,4.5,南南西,8.5,南,南,,,,,,,,,
2015-05-18,w000010,4.8,4.6,,,1.9,4.9,北北東,7.9,北東,北北東,,,,,,,,,
2015-05-19,w000010,0.1,4.6,,,2.9,7.0,南南西,12.3,南南東,南南西,,,,,,,,,
2015-05-20,w000010,4.1,4.7,,,1.8,4.2,南南東,7.8,南南東,南南西,,,,,,,,,
2015-05-21,w000010,11.4,4.7,,,2.8,5.8,東,11.6,南,南,,,,,,,,,
2015-05-22,w000010,9.3,4.8,,,3.3,8.1,南,14.4,南,南南西,,,,,,,,,
2015-05-23,w000010,8.5,4.8,,,2.8,5.1,南南西,9.1,南,南南西,,,,,,,,,
2015-05-24,w000010,5.6,4.8,,,2.6,5.2,南南西,8.8,南,南南西,,,,,,,,,
2015-05-25,w000010,5.1,4.8,,,2.7,5.2,北東,8.9,東北東,北北東,,,,,,,,,
2015-05-26,w000010,12.7,4.8,,,2.1,5.1,南南西,8.1,南南西,南南西,,,,,,,,,
2015-05-27,w000010,12.6,4.8,,,1.7,4.7,南南西,7.9,南南西,南南西,,,,,,,,,
2015-05-28,w000010,8.1,4.8,,,2.1,4.2,北北東,6.8,北北東,北北東,,,,,,,,,
2015-05-29,w000010,0.0,4.8,,,3.3,5.7,北北東,9.3,北東,北北東,,,,,,,,,
2015-05-30,w000010,11.3,4.8,,,3.6,6.0,南南西,12.2,南南西,南南西,,,,,,,,,
2015-05-31,w000010,6.5,4.8,,,2.8,5.5,南南西,9.9,東,北東,,,,,,,,,
2014-06-01,w000011,12.9,5.8,,,1.6,6.4,西,11.4,西,西,,,,,1004.8,,,,
2014-06-02,w000011,11.7,5.7,,,1.1,2.6,東北東,4.4,西南西,北東,,,,,1006.1,,,,
2014-06-03,w000011,6.3,5.6,,,1.4,4.4,南南東,6.3,南南東,東北東,,,,,1006.0,,,,
2014-06-04,w000011,5.8,5.5,,,1.4,3.3,北北東,6.0,東,東北東,,,,,1005.1,,,,
2014-06-05,w000011,0.0,5.4,,,2.4,8.5,北北東,13.9,北,西南西,,,,,1002.3,,,,
2014-06-06,w000011,0.0,5.2,,,6.4,11.1,北北東,14.7,北北東,北北東,,,,,997.7,,,,
2014-06-07,w000011,0.0,5.1,,,8.1,15.0,北北東,20.7,北北東,北北東,,,,,997.6,,,,
2014-06-08,w000011,4.1,5.0,,,1.3,3.6,南南東,6.0,南南東,南,,,,,998.8,,,,
2014-06-09,w000011,11.5,4.8,,,1.4,3.5,南南東,5.9,南,南南西,,,,,1004.0,,,,
2014-06-10,w000011,5.7,4.7,,,1.3,3.9,北,5.6,北,北北東,,,,,1005.0,,,,
2014-06-11,w000011,0.0,4.5,,,2.4,10.0,北北東,14.7,北,北,,,,,999.0,,,,
2014-06-12,w000011,1.2,4.4,,,4.2,12.2,北北東,17.7,北,北北東,,,,,986.5,,,,
2014-06-13,w000011,13.3,4.3,,,5.9,12.8,西南西,20.8,西南西,西南西,,,,,988.2,,,,
2014-06-14,w000011,12.4,4.2,,,3.9,9.5,西南西,15.6,西南西,西南西,,,,,995.6,,,,
2014-06-15,w000011,13.0,4.1,,,1.7,4.4,南西,7.6,西,南南西,,,,,997.8,,,,
2014-06-16,w000011,10.8,4.0,,,1.6,4.4,南南東,6.3,南,南南西,,,,,997.4,,,,
2014-06-17,w000011,2.5,3.9,,,1.6,4.2,南西,7.0,南西,南南西,,,,,998.7,,,,
2014-06-18,w000011,0.0,3.8,,,1.0,2.7,南南東,5.4,南,南南西,,,,,995.9,,,,
2014-06-19,w000011,9.4,3.7,,,1.7,4.3,西南西,8.0,西,東南東,,,,,998.1,,,,
2014-06-20,w000011,10.5,3.6,,,2.4,5.5,西,11.0,西,西,,,,,1001.5,,,,
2014-06-21,w000011,3.9,3.5,,,2.3,5.3,西,9.1,西,西南西,,,,,1002.0,,,,
2014-06-22,w000011,0.0,3.4,,,1.0,2.7,東北東,6.4,北,南南西,,,,,996.6,,,,
2014-06-23,w000011,9.4,3.4,,,1.7,3.6,南南東,7.5,西南西,北北東,,,,,996.9,,,,
2014-06-24,w000011,3.8,3.3,,,1.5,6.2,北北東,8.6,北北東,南西,,,,,998.2,,,,
2014-06-25,w000011,4.6,3.3,,,1.3,3.3,北北東,5.5,東南東,南,,,,,1002.8,,,,
2014-06-26,w000011,6.8,3.3,,,1.2,2.9,北北東,4.7,北,東南東,,,,,1004.1,,,,
2014-06-27,w000011,0.3,3.4,,,1.5,5.6,北北東,7.6,北北東,北北東,,,,,1001.7,,,,
2014-06-28,w000011,0.0,3.4,,,2.6,6.6,北北東,9.1,北北東,北北東,,,,,996.3,,,,
2014-06-29,w000011,7.0,3.5,,,1.7,6.6,西南西,11.0,南西,南,,,,,994.1,,,,
2014-06-30,w000011,3.9,3.6,,,1.9,5.8,北北東,9.1,北,北北東,,,,,1001.0,,,,
2014-07-01,w000011,8.5,3.7,,,1.2,3.2,北北東,5.1,北北東,北東,,,,,1002.8,,,,
2014-07-02,w000011,9.0,3.8,,,1.9,4.2,南南東,6.6,南南東,南南東,,,,,1003.5,,,,
2014-07-03,w000011,1.1,3.9,,,1.3,3.0,南西,5.6,南南西,南南西,,,,,1000.4,,,,
2014-07-04,w000011,0.3,3.9,,,2.5,6.8,北北東,9.3,北,北北東,,,,,997.2,,,,
2014-07-05,w000011,0.0,4.0,,,3.2,6.7,北北東,9.6,北北東,北北東,,,,,1001.3,,,,
2014-07-06,w000011,5.0,4.1,,,1.2,2.8,南南東,5.1,南西,南南西,,,,,1003.8,,,,
2014-07-07,w000011,1.1,4.1,,,2.7,8.8,西南西,15.1,西南西,西南西,,,,,999.9,,,,
2014-07-08,w000011,8.5,4.2,,,1.7,4.9,南南東,7.2,南南東,東北東,,,,,1002.9,,,,
2014-07-09,w000011,2.3,4.2,,,1.7,4.1,南南東,7.0,南,南西,,,,,1002.9,,,,
2014-07-10,w000011,0.9,4.3,,,2.8,6.1,西南西,11.2,西南西,南,,,,,993.2,,,,
2014-07-11,w000011,12.0,4.3,,,2.0,5.3,西,10.4,西,西,,,,,985.7,,,,
2014-07-12,w000011,8.6,4.4,,,1.5,3.3,南南東,5.9,西南西,南西,,,,,995.8,,,,
2014-07-13,w000011,0.5,4.5,,,2.6,8.0,西南西,14.5,南西,西南西,,,,,996.9,,,,
2014-07-14,w000011,10.3,4.6,,,4.9,10.2,西南西,17.6,西南西,西南西,,,,,997.5,,,,
2014-07-15,w000011,9.8,4.6,,,1.3,3.7,南南東,6.2,西南西,東北東,,,,,1004.9,,,,
2014-07-16,w000011,12.4,4.7,,,4.3,10.1,西南西,16.9,西,西南西,,,,,1003.4,,,,
2014-07-17,w000011,4.2,4.8,,,1.9,7.6,西南西,12.9,南西,南南東,,,,,1004.7,,,,
2014-07-18,w000011,0.0,5.0,,,1.0,4.9,北北東,6.3,北北東,南,,,,,1005.5,,,,
2014-07-19,w000011,0.0,5.1,,,1.4,4.9,南南東,6.7,南南東,北北東,,,,,1005.9,,,,
2014-07-20,w000011,3.3,5.2,,,1.1,3.0,南南東,5.4,南西,南南東,,,,,1003.7,,,,
2014-07-21,w000011,5.2,5.3,,,1.3,3.1,南南東,5.6,南,南南西,,,,,1003.7,,,,
2014-07-22,w000011,7.1,5.4,,,1.8,3.7,西,9.7,北西,西南西,,,,,1001.2,,,,
2014-07-23,w000011,8.6,5.5,,,1.9,4.0,西南西,8.9,西,西南西,,,,,997.6,,,,
2014-07-24,w000011,3.1,5.6,,,1.3,4.3,北北東,8.4,西,西南西,,,,,996.8,,,,
2014-07-25,w000011,12.1,5.7,,,1.1,3.5,南南東,5.8,南,南南西,,,,,1003.3,,,,
2014-07-26,w000011,12.2,5.8,,,1.9,6.6,南西,16.5,南西,南,,,,,1003.5,,,,
2014-07-27,w000011,10.8,5.9,,,3.5,11.7,西南西,18.5,西南西,西南西,,,,,996.9,,,,
2014-07-28,w000011,6.8,6.0,,,1.4,3.6,北北東,5.3,北東,北北東,,,,,1001.3,,,,
2014-07-29,w000011,12.5,6.1,,,1.3,3.8,北北東,5.4,北北東,南南西,,,,,1006.8,,,,
2014-07-30,w000011,11.8,6.2,,,1.6,3.7,北北東,6.1,南西,南南西,,,,,1008.5,,,,
2014-07-31,w000011,10.6,6.3,,,2.0,5.0,西南西,10.3,西南西,西南西,,,,,1005.9,,,,
2014-08-01,w000011,12.4,6.3,,,3.0,11.0,西南西,20.4,西南西,西南西,,,,,1003.6,,,,
2014-08-02,w000011,8.7,6.4,,,3.3,10.4,西南西,17.7,西南西,西,,,,,1002.4,,,,
2014-08-03,w000011,1.9,6.4,,,3.4,8.7,西南西,15.8,南西,西南西,,,,,1001.4,,,,
