date,局ID,日平均気温(毎正時の平均値),日最高気温(毎正時の最大値),日最低気温(毎正時の最小値),相対湿度(0時時点),相対湿度(6時時点),相対湿度(12時時点),相対湿度(18時時点),1時間降水量の日最大,降水量の積算値(0時-6時),降水量の積算値(6時-12時),降水量の積算値(12時-18時),降水量の積算値(18時-24時)
2014-09-22,00033149937,20.1,23.7,17.3,84.1,83.4,65.6,76.5,0.0,0.0,0.0,0.0,0.0
2014-09-23,00033149937,20.3,23.4,16.4,89.6,84.7,54.9,76.0,0.0,0.0,0.0,0.0,0.0
2014-09-24,00033149937,20.4,23.1,17.9,78.1,93.9,79.3,93.2,0.0,0.0,0.0,0.0,0.0
2014-09-25,00033149937,22.2,26.4,19.4,92.7,98.1,98.3,93.9,9.5,3.5,36.0,0.0,0.5
2014-09-26,00033149937,21.9,25.7,18.9,94.0,95.3,59.6,74.9,0.0,0.0,0.0,0.0,0.0
2014-09-27,00033149937,19.7,22.5,17.0,74.9,74.3,62.8,72.6,0.0,0.0,0.0,0.0,0.0
2014-09-28,00033149937,21.1,25.3,16.4,84.3,78.0,59.4,68.3,0.0,0.0,0.0,0.0,0.0
2014-09-29,00033149937,20.9,25.0,17.2,81.9,83.4,53.8,83.3,0.0,0.0,0.0,0.0,0.0
2014-09-30,00033149937,21.7,24.6,19.2,87.5,93.5,75.7,84.1,0.0,0.0,0.0,0.0,0.0
2014-10-01,00033149937,20.1,21.1,18.9,87.2,82.3,95.3,90.9,0.0,0.0,0.0,0.0,0.0
2014-10-02,00033149937,19.7,21.4,18.3,91.1,94.6,82.1,93.7,0.0,0.0,0.0,0.0,0.0
2014-10-03,00033149937,24.2,30.0,20.5,86.9,92.0,62.2,81.7,0.0,0.0,0.0,0.0,0.0
2014-10-04,00033149937,21.9,24.2,19.5,93.5,86.7,78.9,96.5,0.0,0.0,0.0,0.0,0.0
2014-10-05,00033149937,16.8,19.5,15.6,93.6,98.1,98.3,98.3,21.0,2.0,60.5,58.0,70.0
2014-10-06,00033149937,20.7,26.5,17.3,98.3,98.4,85.6,94.3,31.5,35.0,99.5,0.0,0.0
2014-10-07,00033149937,18.3,20.3,16.9,85.4,89.1,67.0,87.9,0.0,0.0,0.0,0.0,0.0
2014-10-08,00033149937,18.4,21.6,15.2,89.7,92.7,69.0,82.5,0.0,0.0,0.0,0.0,0.0
2014-10-09,00033149937,18.3,20.7,16.3,97.9,98.2,85.6,88.3,2.0,3.5,0.0,0.0,0.0
2014-10-10,00033149937,19.3,23.1,15.9,90.9,93.0,77.9,88.8,0.0,0.0,0.0,0.0,0.0
2014-10-11,00033149937,18.5,20.4,17.0,83.7,88.7,83.7,89.1,0.0,0.0,0.0,0.0,0.0
2014-10-12,00033149937,16.7,18.7,14.3,83.1,81.5,73.5,88.0,0.0,0.0,0.0,0.0,0.0
2014-10-13,00033149937,16.3,21.6,15.5,88.2,93.2,98.3,98.4,11.5,0.0,7.0,11.0,36.0
2014-10-14,00033149937,22.2,27.1,18.2,98.4,98.0,45.9,72.5,1.5,3.0,0.0,0.0,0.0
2014-10-15,00033149937,13.3,17.1,10.8,70.3,73.3,97.5,97.7,2.0,0.0,0.0,5.0,2.0
2014-10-16,00033149937,14.6,18.0,10.2,98.2,98.1,74.5,86.8,0.0,0.0,0.0,0.0,0.0
2014-10-17,00033149937,15.2,19.1,11.4,74.9,93.2,78.6,70.9,0.0,0.0,0.0,0.0,0.0
2014-10-18,00033149937,14.0,17.4,10.6,85.4,90.2,52.5,83.8,0.0,0.0,0.0,0.0,0.0
2014-10-19,00033149937,16.5,19.7,13.5,90.7,89.7,67.8,87.7,0.0,0.0,0.0,0.0,0.0
2014-10-20,00033149937,18.1,21.5,15.2,88.6,88.9,75.0,81.0,0.0,0.0,0.0,0.0,0.0
2014-10-21,00033149937,18.6,20.8,16.7,92.1,96.1,95.4,95.0,0.0,0.0,0.0,0.0,0.0
2014-10-22,00033149937,15.9,20.7,12.3,87.7,98.2,98.1,98.2,11.5,1.0,26.0,16.5,11.5
2014-10-23,00033149937,12.5,14.6,11.6,98.2,97.9,97.9,96.6,2.5,2.5,4.5,0.5,0.0
2014-10-24,00033149937,13.9,16.8,12.0,96.9,96.1,71.9,93.9,0.0,0.0,0.0,0.0,0.0
2014-10-25,00033149937,16.0,19.1,11.8,95.5,96.4,77.3,90.6,0.0,0.0,0.0,0.0,0.0
2014-10-26,00033149937,18.0,20.2,15.4,97.4,97.6,86.1,92.0,0.0,0.0,0.0,0.0,0.0
2014-10-27,00033149937,17.9,21.5,13.6,97.3,96.5,75.8,90.1,0.0,0.0,0.0,0.0,0.0
2014-10-28,00033149937,13.9,17.4,11.0,87.7,89.0,69.9,88.2,0.0,0.0,0.0,0.0,0.0
2014-10-29,00033149937,13.5,16.6,10.2,75.3,83.9,71.5,85.9,0.0,0.0,0.0,0.0,0.0
2014-10-30,00033149937,15.2,18.0,11.3,73.4,82.1,67.4,82.7,0.0,0.0,0.0,0.0,0.0
2014-10-31,00033149937,16.7,18.0,15.6,85.4,95.4,90.3,97.7,0.0,0.0,0.0,0.0,0.0
2014-11-01,00033149937,16.1,18.3,15.1,94.3,97.8,98.2,98.3,3.0,0.0,1.0,5.0,3.0
2014-11-02,00033149937,18.7,22.6,15.7,98.4,98.4,81.7,89.2,0.5,0.5,0.0,0.0,0.0
2014-11-03,00033149937,16.5,19.3,12.0,76.0,64.4,66.0,80.2,0.0,0.0,0.0,0.0,0.0
2014-11-04,00033149937,13.4,17.0,10.8,70.0,78.6,59.4,78.8,0.0,0.0,0.0,0.0,0.0
2014-11-05,00033149937,15.1,16.9,13.3,79.3,72.8,66.7,76.6,0.0,0.0,0.0,0.0,0.0
2014-11-06,00033149937,17.1,20.4,14.6,82.9,91.1,82.1,97.9,0.0,0.0,0.0,0.0,0.0
2014-11-07,00033149937,15.9,18.8,13.4,97.7,96.4,71.7,78.3,0.0,0.0,0.0,0.0,0.0
2014-11-08,00033149937,14.2,16.4,12.2,74.7,83.1,71.3,85.7,0.0,0.0,0.0,0.0,0.0
2014-11-09,00033149937,14.1,16.1,12.2,92.3,94.2,96.6,98.0,1.5,0.0,3.5,0.0,0.0
2014-11-10,00033149937,15.6,18.5,13.5,98.1,98.1,71.3,90.6,0.0,0.0,0.0,0.0,0.0
2014-11-11,00033149937,14.3,14.8,13.1,86.1,77.7,77.8,86.2,0.5,0.0,0.0,0.5,0.0
2014-11-12,00033149937,15.0,16.4,13.8,89.4,97.9,95.2,60.9,0.0,0.0,0.0,0.0,0.0
2014-11-13,00033149937,13.5,16.7,8.3,67.7,63.2,45.5,60.9,0.0,0.0,0.0,0.0,0.0
2014-11-14,00033149937,10.0,13.0,6.2,72.3,78.4,66.7,73.6,0.0,0.0,0.0,0.0,0.0
2014-11-15,00033149937,10.5,15.2,6.7,71.9,73.2,51.8,80.5,0.0,0.0,0.0,0.0,0.0
2014-11-16,00033149937,9.9,13.3,6.4,82.1,94.3,70.4,85.4,0.0,0.0,0.0,0.0,0.0
2014-11-17,00033149937,11.2,13.4,7.7,87.3,95.4,76.2,70.1,0.0,0.0,0.0,0.0,0.0
2014-11-18,00033149937,11.3,14.4,8.4,79.8,88.9,74.1,70.9,0.0,0.0,0.0,0.0,0.0
2014-11-19,00033149937,9.8,13.5,6.9,80.4,89.2,48.0,73.0,0.0,0.0,0.0,0.0,0.0
2014-11-20,00033149937,8.5,12.3,6.9,64.6,75.2,74.0,98.3,2.5,0.0,0.0,4.0,4.0
2014-11-21,00033149937,10.6,14.2,6.8,98.4,98.0,74.4,94.4,0.0,0.0,0.0,0.0,0.0
2014-11-22,00033149937,11.7,15.0,8.8,95.4,92.4,72.3,79.8,0.0,0.0,0.0,0.0,0.0
2014-11-23,00033149937,12.8,16.4,9.9,85.0,87.2,76.2,88.1,0.0,0.0,0.0,0.0,0.0
2014-11-24,00033149937,12.2,15.1,10.1,91.2,94.9,79.0,95.1,0.0,0.0,0.0,0.0,0.0
2014-11-25,00033149937,11.0,12.6,10.0,97.1,90.9,98.3,98.3,3.5,0.0,4.0,5.5,6.0
2014-11-26,00033149937,11.4,12.9,10.2,98.2,98.1,97.8,95.7,3.0,12.5,4.0,0.5,0.0
2014-11-27,00033149937,11.4,13.2,9.1,97.8,98.3,86.2,96.3,1.5,3.0,0.0,0.0,0.0
2014-11-28,00033149937,13.2,14.6,12.0,96.3,96.7,89.6,97.9,0.0,0.0,0.0,0.0,0.0
2014-11-29,00033149937,15.2,17.4,11.9,96.4,95.8,98.1,98.3,7.5,0.0,3.5,14.5,0.0
2014-11-30,00033149937,13.6,16.1,10.8,98.2,98.2,87.0,89.5,0.5,0.0,0.0,0.5,0.0
2014-12-01,00033149937,14.0,16.2,13.0,98.2,98.4,98.4,97.9,3.0,3.0,6.5,2.5,0.0
2014-12-02,00033149937,8.3,11.9,5.2,67.5,62.3,56.3,61.8,0.0,0.0,0.0,0.0,0.0
2014-12-03,00033149937,7.0,8.7,4.5,58.9,65.2,51.9,50.5,0.0,0.0,0.0,0.0,0.0
2014-12-04,00033149937,9.1,10.7,6.4,62.9,66.3,94.2,98.2,0.5,0.0,0.0,1.5,0.5
2014-12-05,00033149937,7.2,10.6,4.7,98.2,88.2,52.6,56.3,0.0,0.0,0.0,0.0,0.0
2014-12-06,00033149937,4.3,6.9,1.1,61.5,83.4,66.0,93.6,0.0,0.0,0.0,0.0,0.0
2014-12-07,00033149937,4.9,7.8,1.3,72.5,86.2,70.3,76.0,0.0,0.0,0.0,0.0,0.0
2014-12-08,00033149937,6.3,8.9,4.2,68.9,69.9,64.5,79.6,0.0,0.0,0.0,0.0,0.0
2014-12-09,00033149937,6.5,11.0,3.6,77.5,87.8,52.4,71.5,0.0,0.0,0.0,0.0,0.0
2014-12-10,00033149937,6.4,8.8,2.9,92.4,96.6,74.2,85.6,0.0,0.0,0.0,0.0,0.0
2014-12-11,00033149937,11.1,14.5,7.4,89.3,97.6,98.0,97.3,7.5,0.5,5.0,10.0,0.0
2014-12-12,00033149937,8.2,9.5,6.1,97.5,86.8,74.6,90.3,0.0,0.0,0.0,0.0,0.0
2014-12-13,00033149937,6.2,9.0,3.3,66.8,69.9,59.4,58.7,0.0,0.0,0.0,0.0,0.0
2014-12-14,00033149937,4.5,8.4,0.7,64.2,85.8,55.4,70.0,0.0,0.0,0.0,0.0,0.0
2014-12-15,00033149937,4.5,7.5,0.8,73.6,73.2,69.2,75.1,0.0,0.0,0.0,0.0,0.0
2014-12-16,00033149937,4.5,6.9,3.1,65.9,83.8,95.5,98.3,6.0,0.0,0.0,6.5,8.0
2014-12-17,00033149937,3.2,6.0,0.9,73.7,73.1,51.0,60.0,0.0,0.0,0.0,0.0,0.0
2014-12-18,00033149937,3.0,6.6,-0.6,70.5,68.2,33.3,35.9,0.0,0.0,0.0,0.0,0.0
2014-12-19,00033149937,4.8,8.1,0.9,38.8,46.1,46.5,73.7,0.0,0.0,0.0,0.0,0.0
2014-12-20,00033149937,7.0,8.1,5.5,78.7,88.8,96.9,98.3,5.0,0.0,0.0,3.5,15.5
2014-12-21,00033149937,8.5,11.4,6.0,98.4,98.4,77.7,62.5,0.5,0.0,0.5,0.0,0.0
2014-12-22,00033149937,5.9,8.9,3.7,66.5,68.8,44.0,57.6,0.0,0.0,0.0,0.0,0.0
2014-12-23,00033149937,5.4,8.9,2.0,69.6,77.9,61.8,86.7,0.0,0.0,0.0,0.0,0.0
2014-12-24,00033149937,7.3,11.2,2.8,74.0,93.7,53.5,56.9,0.0,0.0,0.0,0.0,0.0
2014-12-25,00033149937,6.6,9.6,2.7,69.4,86.1,72.5,72.9,0.0,0.0,0.0,0.0,0.0
2014-12-26,00033149937,4.2,7.8,1.0,79.6,87.7,68.8,81.3,0.0,0.0,0.0,0.0,0.0
2014-12-27,00033149937,3.6,7.4,1.1,64.8,68.9,44.4,69.2,0.0,0.0,0.0,0.0,0.0
2014-12-28,00033149937,4.5,7.7,0.8,75.2,83.7,74.5,82.3,0.0,0.0,0.0,0.0,0.0
2014-12-29,00033149937,6.0,8.3,3.6,79.8,97.8,98.4,98.1,1.5,0.0,4.0,0.5,0.0
2014-12-30,00033149937,7.5,10.9,3.9,98.2,98.0,65.7,66.9,0.0,0.0,0.0,0.0,0.0
2014-12-31,00033149937,7.6,11.9,4.5,75.8,65.1,49.1,61.4,0.5,0.0,0.0,0.0,1.0
2015-01-01,00033149937,3.1,7.8,-2.0,81.5,49.5,61.8,98.0,0.0,0.0,0.0,0.0,0.0
2015-01-02,00033149937,1.2,4.6,-2.9,90.9,87.2,55.3,62.5,0.5,0.0,0.0,1.0,0.0
2015-01-03,00033149937,3.0,7.5,-0.4,59.3,60.4,39.4,63.6,0.5,0.0,0.5,0.0,0.0
2015-01-04,00033149937,4.0,7.5,0.5,67.0,79.9,70.7,81.2,0.0,0.0,0.0,0.0,0.0
2015-01-05,00033149937,6.2,10.1,3.4,77.4,76.1,68.7,69.8,0.0,0.0,0.0,0.0,0.0
2015-01-06,00033149937,9.7,11.6,7.0,83.3,75.7,93.9,98.3,12.5,0.0,0.0,28.5,0.0
2015-01-07,00033149937,4.5,6.9,2.0,90.7,97.7,85.3,89.9,0.5,0.5,0.0,0.0,0.0
2015-01-08,00033149937,4.4,9.4,0.8,76.4,77.9,55.3,77.3,0.0,0.0,0.0,0.0,0.0
2015-01-09,00033149937,4.2,7.8,1.4,84.6,80.6,66.5,89.0,0.0,0.0,0.0,0.0,0.0
2015-01-10,00033149937,4.8,9.0,1.5,85.1,78.3,66.7,57.0,0.0,0.0,0.0,0.0,0.0
2015-01-11,00033149937,5.6,9.2,1.6,72.4,90.8,57.8,58.3,0.0,0.0,0.0,0.0,0.0
2015-01-12,00033149937,4.2,8.1,1.5,67.8,47.0,22.9,57.2,0.0,0.0,0.0,0.0,0.0
2015-01-13,00033149937,4.7,8.5,1.5,54.1,63.5,58.3,77.3,0.0,0.0,0.0,0.0,0.0
2015-01-14,00033149937,6.2,9.4,1.8,82.7,94.8,74.0,79.4,0.0,0.0,0.0,0.0,0.0
2015-01-15,00033149937,6.7,7.8,4.8,84.7,89.8,98.0,98.2,7.5,0.0,0.0,19.5,4.5
2015-01-16,00033149937,7.5,10.6,3.5,98.4,98.2,83.6,93.1,0.0,0.0,0.0,0.0,0.0
2015-01-17,00033149937,7.4,12.5,0.6,95.7,69.0,45.5,39.1,0.5,0.0,0.5,0.0,0.0
2015-01-18,00033149937,3.2,6.8,-0.3,44.2,54.1,62.2,74.4,0.0,0.0,0.0,0.0,0.0
2015-01-19,00033149937,6.2,11.4,1.3,78.3,51.9,50.8,65.4,0.0,0.0,0.0,0.0,0.0
2015-01-20,00033149937,5.4,9.1,2.4,70.3,83.6,61.6,70.4,0.0,0.0,0.0,0.0,0.0
2015-01-21,00033149937,4.6,5.7,1.8,77.9,73.0,86.4,98.1,0.5,0.0,0.0,1.5,0.0
2015-01-22,00033149937,5.2,6.3,4.6,98.1,97.9,98.4,98.4,3.5,0.0,3.0,15.5,1.0
2015-01-23,00033149937,7.1,11.6,2.3,98.4,98.5,84.5,87.1,3.0,8.0,1.5,0.0,0.0
2015-01-24,00033149937,4.3,6.9,2.1,96.0,96.5,66.9,83.9,0.0,0.0,0.0,0.0,0.0
2015-01-25,00033149937,5.7,8.6,2.0,92.8,95.4,66.0,77.4,0.0,0.0,0.0,0.0,0.0
2015-01-26,00033149937,8.5,12.3,5.6,78.3,87.3,86.7,77.8,0.0,0.0,0.0,0.0,0.0
2015-01-27,00033149937,10.0,13.8,6.2,98.0,98.4,78.9,95.6,7.0,21.0,4.0,0.0,0.0
2015-01-28,00033149937,3.7,5.5,-0.1,95.5,89.2,70.8,70.3,0.0,0.0,0.0,0.0,0.0
2015-01-29,00033149937,2.1,5.6,-1.1,81.4,92.9,45.9,71.9,0.0,0.0,0.0,0.0,0.0
2015-01-30,00033149937,3.8,5.3,1.7,75.5,98.1,98.2,98.4,3.0,2.0,11.0,10.5,1.0
2015-01-31,00033149937,5.4,8.8,2.7,98.5,98.4,53.2,35.7,0.5,0.5,0.0,0.0,0.0
2015-02-01,00033149937,3.7,8.8,0.4,36.9,38.3,37.7,67.7,0.0,0.0,0.0,0.0,0.0
2015-02-02,00033149937,3.1,6.5,-0.1,75.2,83.4,45.0,69.1,0.0,0.0,0.0,0.0,0.0
2015-02-03,00033149937,3.5,6.4,0.0,82.0,91.9,58.3,68.3,0.0,0.0,0.0,0.0,0.0
2015-02-04,00033149937,4.1,6.5,1.6,76.4,68.5,52.3,79.2,0.0,0.0,0.0,0.0,0.0
2015-02-05,00033149937,2.1,4.5,0.3,80.9,95.7,98.2,98.2,2.5,0.0,4.5,5.0,0.5
2015-02-06,00033149937,3.2,8.8,-0.7,98.3,98.0,70.2,97.9,0.5,0.0,0.0,0.5,0.0
2015-02-07,00033149937,3.7,7.0,0.1,96.9,97.3,70.2,88.5,0.0,0.0,0.0,0.0,0.0
2015-02-08,00033149937,5.1,6.8,3.2,97.1,97.9,98.0,98.3,2.5,0.0,0.0,6.5,0.0
2015-02-09,00033149937,1.2,3.4,-0.8,86.1,92.5,98.1,89.3,0.5,0.0,0.0,1.5,0.0
2015-02-10,00033149937,3.0,7.1,-0.7,77.4,74.9,56.5,66.0,0.5,0.5,0.0,0.0,0.0
2015-02-11,00033149937,5.6,9.8,0.7,85.7,88.1,68.4,58.4,0.5,0.0,0.0,0.5,0.0
2015-02-12,00033149937,7.4,12.3,2.4,64.0,74.8,66.6,50.2,0.0,0.0,0.0,0.0,0.0
2015-02-13,00033149937,5.9,10.2,0.1,64.1,54.6,32.6,40.3,0.0,0.0,0.0,0.0,0.0
2015-02-14,00033149937,4.3,9.3,-1.5,34.7,61.7,23.0,39.4,0.0,0.0,0.0,0.0,0.0
2015-02-15,00033149937,5.9,9.1,2.6,67.7,54.5,55.3,57.5,0.0,0.0,0.0,0.0,0.0
2015-02-16,00033149937,4.9,8.7,1.1,54.6,58.5,58.2,86.9,0.0,0.0,0.0,0.0,0.0
2015-02-17,00033149937,4.0,5.1,2.9,63.1,64.1,91.7,97.6,0.0,0.0,0.0,0.0,0.0
2015-02-18,00033149937,4.2,7.2,2.3,98.1,98.2,85.5,97.1,1.0,1.0,0.0,0.0,0.0
2015-02-19,00033149937,4.7,8.9,1.6,97.9,97.6,82.9,89.1,0.0,0.0,0.0,0.0,0.0
2015-02-20,00033149937,5.7,8.7,2.1,96.5,94.5,72.1,74.4,0.0,0.0,0.0,0.0,0.0
2015-02-21,00033149937,4.4,6.5,0.7,82.4,91.4,72.6,76.6,0.0,0.0,0.0,0.0,0.0
2015-02-22,00033149937,6.7,10.1,5.0,85.1,98.1,97.9,98.1,2.0,0.0,0.5,0.0,4.5
2015-02-23,00033149937,15.3,20.2,10.6,98.4,97.8,69.0,58.1,7.5,17.0,0.0,0.0,0.0
2015-02-24,00033149937,10.0,11.8,7.9,96.2,96.8,79.4,90.2,0.0,0.0,0.0,0.0,0.0
2015-02-25,00033149937,8.7,9.8,7.6,89.4,80.1,70.4,79.4,0.0,0.0,0.0,0.0,0.0
2015-02-26,00033149937,7.0,8.0,5.7,86.3,81.3,97.9,98.3,2.5,0.0,0.0,8.5,4.5
2015-02-27,00033149937,9.0,14.2,6.4,98.4,98.2,63.5,56.5,0.0,0.0,0.0,0.0,0.0
2015-02-28,00033149937,6.9,9.2,2.4,30.3,54.7,39.1,50.7,0.0,0.0,0.0,0.0,0.0
2015-03-01,00033149937,7.9,8.9,6.8,67.6,82.8,97.9,98.4,10.0,0.0,0.0,15.0,23.5
2015-03-02,00033149937,8.0,12.8,4.0,98.4,98.0,50.7,76.1,0.0,0.0,0.0,0.0,0.0
2015-03-03,00033149937,5.6,8.8,2.8,72.6,69.6,72.3,79.4,0.0,0.0,0.0,0.0,0.0
2015-03-04,00033149937,9.2,14.8,3.8,97.5,98.3,75.2,59.4,4.5,13.5,1.0,0.0,0.0
2015-03-05,00033149937,7.7,10.1,3.0,69.7,83.2,58.9,67.7,0.0,0.0,0.0,0.0,0.0
2015-03-06,00033149937,6.6,8.9,4.3,60.2,57.5,52.7,58.2,0.0,0.0,0.0,0.0,0.0
2015-03-07,00033149937,5.6,7.8,3.6,97.8,98.2,92.8,94.1,2.0,5.0,4.5,0.0,0.0
2015-03-08,00033149937,9.3,11.9,6.7,94.3,97.6,77.6,77.9,0.0,0.0,0.0,0.0,0.0
2015-03-09,00033149937,10.0,12.3,8.6,78.9,88.9,74.2,97.0,8.0,0.0,0.0,0.0,17.0
2015-03-10,00033149937,7.9,12.6,1.0,98.4,98.5,56.3,52.5,1.0,1.5,0.5,0.0,0.0
2015-03-11,00033149937,4.2,7.9,0.9,54.2,75.7,50.5,55.7,0.0,0.0,0.0,0.0,0.0
2015-03-12,00033149937,6.7,10.6,2.8,64.0,60.5,46.6,42.4,0.0,0.0,0.0,0.0,0.0
2015-03-13,00033149937,8.1,13.2,1.5,58.1,61.1,40.1,39.4,0.0,0.0,0.0,0.0,0.0
2015-03-14,00033149937,6.8,9.5,3.0,42.4,71.2,62.1,97.1,0.0,0.0,0.0,0.0,0.0
2015-03-15,00033149937,7.7,10.8,3.3,92.1,92.5,75.3,73.8,0.0,0.0,0.0,0.0,0.0
2015-03-16,00033149937,10.3,11.4,8.6,88.3,90.6,77.5,98.2,6.5,0.0,0.0,3.0,19.0
2015-03-17,00033149937,12.6,15.7,9.5,98.4,98.4,83.9,94.8,0.5,1.5,0.0,0.0,0.0
2015-03-18,00033149937,14.1,18.4,9.6,97.5,92.7,71.5,85.8,3.0,0.0,0.0,0.0,3.0
2015-03-19,00033149937,13.3,17.5,11.4,98.2,98.4,98.3,98.3,4.0,15.0,4.0,14.0,1.5
2015-03-20,00033149937,10.6,11.7,9.6,98.3,98.5,96.8,97.6,1.0,2.0,0.5,0.0,0.0
2015-03-21,00033149937,8.2,10.6,6.5,96.8,98.0,97.6,98.1,0.5,0.0,1.0,1.0,0.0
2015-03-22,00033149937,10.4,16.3,5.5,97.6,97.7,85.9,82.7,0.5,0.0,0.0,0.0,0.5
2015-03-23,00033149937,9.8,13.6,5.8,90.0,76.6,49.8,46.4,0.0,0.0,0.0,0.0,0.0
2015-03-24,00033149937,6.6,12.1,1.6,66.8,58.3,38.6,59.6,0.0,0.0,0.0,0.0,0.0
2015-03-25,00033149937,6.7,10.8,2.6,54.4,31.7,35.8,51.5,0.0,0.0,0.0,0.0,0.0
2015-03-26,00033149937,7.0,11.0,2.7,64.2,80.4,48.2,75.2,0.0,0.0,0.0,0.0,0.0
2015-03-27,00033149937,10.6,16.2,4.6,79.8,74.7,57.4,47.6,0.0,0.0,0.0,0.0,0.0
2015-03-28,00033149937,12.7,18.0,7.9,77.6,71.0,63.9,53.0,0.0,0.0,0.0,0.0,0.0
2015-03-29,00033149937,13.9,18.5,10.8,68.1,84.7,69.0,90.4,0.0,0.0,0.0,0.0,0.0
2015-03-30,00033149937,13.1,16.9,9.5,81.7,82.7,61.1,80.3,0.0,0.0,0.0,0.0,0.0
2015-03-31,00033149937,15.6,22.1,10.2,82.6,92.0,34.6,66.5,0.0,0.0,0.0,0.0,0.0
2015-04-01,00033149937,15.6,20.1,10.0,81.2,80.6,80.4,82.3,0.0,0.0,0.0,0.0,0.0
2015-04-02,00033149937,9.6,12.2,7.3,98.0,97.6,79.4,80.5,0.5,0.5,0.0,0.0,0.0
2015-04-03,00033149937,16.8,20.8,10.9,83.5,83.3,92.3,97.7,4.0,0.0,0.0,7.5,1.5
2015-04-04,00033149937,14.4,19.8,10.4,89.2,94.8,81.6,73.9,1.5,0.0,1.5,0.0,0.0
2015-04-05,00033149937,9.7,10.3,8.9,78.6,97.7,97.2,98.3,0.5,0.0,0.0,0.0,0.5
2015-04-06,00033149937,14.6,19.2,10.2,98.3,98.2,82.0,96.0,0.0,0.0,0.0,0.0,0.0
2015-04-07,00033149937,10.4,15.8,8.0,96.0,98.1,98.3,98.2,8.0,2.5,15.5,11.0,6.5
2015-04-08,00033149937,3.8,7.3,2.4,98.3,98.3,98.3,97.5,5.5,16.5,21.5,3.5,0.0
2015-04-09,00033149937,6.2,9.6,2.4,96.1,97.5,69.9,84.7,0.5,0.5,0.0,0.0,0.0
2015-04-10,00033149937,7.7,10.4,4.5,92.9,88.8,71.7,98.1,3.5,0.0,0.0,0.5,12.5
2015-04-11,00033149937,11.2,13.5,8.8,98.4,98.4,94.6,98.0,3.0,11.0,6.0,0.5,0.5
2015-04-12,00033149937,11.6,14.7,9.4,98.3,98.0,68.8,75.2,0.0,0.0,0.0,0.0,0.0
2015-04-13,00033149937,10.3,12.1,8.8,64.8,80.8,97.9,98.2,9.0,0.0,6.5,37.0,25.5
2015-04-14,00033149937,12.2,13.6,10.6,98.4,98.5,97.5,98.3,3.0,2.0,0.0,1.0,8.0
2015-04-15,00033149937,14.3,18.9,11.1,98.5,73.4,76.7,70.9,1.0,1.0,0.0,0.0,0.0
2015-04-16,00033149937,15.2,20.5,10.1,70.1,80.3,67.8,59.2,0.0,0.0,0.0,0.0,0.0
2015-04-17,00033149937,17.3,23.3,10.8,60.2,76.0,61.8,30.7,0.0,0.0,0.0,0.0,0.0
2015-04-18,00033149937,12.9,18.7,6.2,78.4,81.2,57.4,72.1,0.0,0.0,0.0,0.0,0.0
2015-04-19,00033149937,14.0,16.7,10.6,71.9,61.3,54.5,86.4,0.0,0.0,0.0,0.0,0.0
2015-04-20,00033149937,17.5,20.1,13.1,86.6,91.9,95.1,98.3,11.0,0.0,0.0,7.0,33.0
2015-04-21,00033149937,17.5,21.0,13.6,98.1,98.2,68.0,87.3,0.5,0.5,0.0,0.0,0.0
2015-04-22,00033149937,14.7,18.5,11.5,88.8,81.9,67.9,97.8,2.0,0.0,0.0,0.0,4.0
2015-04-23,00033149937,15.4,19.8,10.4,98.2,97.8,78.3,76.0,0.0,0.0,0.0,0.0,0.0
2015-04-24,00033149937,16.9,21.3,12.7,79.5,88.5,78.5,59.0,0.0,0.0,0.0,0.0,0.0
2015-04-25,00033149937,16.7,20.8,13.4,82.1,78.9,54.0,74.9,0.0,0.0,0.0,0.0,0.0
2015-04-26,00033149937,15.7,20.1,11.0,81.9,81.9,63.0,73.1,0.0,0.0,0.0,0.0,0.0
2015-04-27,00033149937,18.0,22.8,12.7,91.2,88.0,76.4,58.9,0.0,0.0,0.0,0.0,0.0
2015-04-28,00033149937,19.5,24.5,15.0,87.4,81.7,75.5,73.4,0.0,0.0,0.0,0.0,0.0
2015-04-29,00033149937,16.7,19.2,13.7,82.2,88.4,77.7,74.4,0.0,0.0,0.0,0.0,0.0
2015-04-30,00033149937,17.1,20.5,13.2,88.2,78.8,66.6,78.2,0.0,0.0,0.0,0.0,0.0
2015-05-01,00033149937,18.1,22.7,14.0,91.2,84.7,62.2,84.3,0.0,0.0,0.0,0.0,0.0
2015-05-02,00033149937,18.6,24.2,14.4,81.3,79.0,49.4,85.2,0.0,0.0,0.0,0.0,0.0
2015-05-03,00033149937,18.2,22.1,14.7,93.6,87.4,72.0,83.8,0.0,0.0,0.0,0.0,0.0
2015-05-04,00033149937,20.0,24.8,15.5,85.9,92.9,73.3,81.5,0.0,0.0,0.0,0.0,0.0
2015-05-05,00033149937,17.1,21.0,12.2,88.2,76.8,66.1,77.7,0.0,0.0,0.0,0.0,0.0
2015-05-06,00033149937,15.9,19.7,11.3,79.0,64.1,69.2,53.9,0.0,0.0,0.0,0.0,0.0
2015-05-07,00033149937,18.1,22.3,15.0,79.1,82.4,79.7,75.7,0.0,0.0,0.0,0.0,0.0
2015-05-08,00033149937,18.9,22.7,15.7,78.8,75.1,66.0,79.4,0.0,0.0,0.0,0.0,0.0
2015-05-09,00033149937,17.2,19.4,15.0,74.3,83.6,83.3,85.6,0.0,0.0,0.0,0.0,0.0
